ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PHONE
10119,27,99.52,8,2687.04,2018-04-28,1934,Shipped,Vintage Cars,S18_3856,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Small,6562-9555
10130,33,103.75,1,3423.75,2018-06-16,1886,Shipped,Vintage Cars,S18_3856,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,USA,Taylor,Leslie,Medium,6175558428
10143,34,101.64,12,3455.76,2018-08-10,1832,Shipped,Vintage Cars,S18_3856,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Medium,5085559555
10155,29,124.93,10,3622.97,2018-10-06,1776,Shipped,Vintage Cars,S18_3856,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Medium,90-224 8555
10167,34,105.87,6,3599.58,2018-10-23,1760,Cancelled,Vintage Cars,S18_3856,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium,0695-34 6555
10178,48,112.22,9,5386.56,2018-11-08,1745,Shipped,Vintage Cars,S18_3856,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet,Annette,Medium,61.77.6555
10186,46,106.93,6,4918.78,2018-11-14,1740,Shipped,Vintage Cars,S18_3856,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,UK,Hardy,Thomas,Medium,(171) 555-7555
10197,22,115.4,3,2538.8,2018-11-26,1729,Shipped,Vintage Cars,S18_3856,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Small,(93) 203 4555
10222,45,85.75,9,3858.75,2019-02-19,1645,Shipped,Vintage Cars,S18_3856,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Medium,7605558146
10249,46,121.75,5,5600.5,2019-05-08,1568,Shipped,Vintage Cars,S18_3856,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,USA,Tseng,Kyung,Medium,6175555555
10262,34,120.69,14,4103.46,2019-06-24,1522,Cancelled,Vintage Cars,S18_3856,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10273,50,85.75,1,4287.5,2019-07-21,1496,Shipped,Vintage Cars,S18_3856,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey,Catherine,Medium,(02) 5554 67
10283,46,125.99,3,5795.54,2019-08-20,1467,Shipped,Vintage Cars,S18_3856,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Medium,(604) 555-4555
10296,22,84.7,12,1863.4,2019-09-15,1442,Shipped,Vintage Cars,S18_3856,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer,Michael,Small,+49 89 61 08 9555
10307,48,86.81,6,4166.88,2019-10-14,1414,Shipped,Vintage Cars,S18_3856,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes,Francisca,Medium,2155554695
10316,47,86.81,14,4080.07,2019-11-01,1397,Shipped,Vintage Cars,S18_3856,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Medium,(198) 555-8888
10328,34,112.22,6,3815.48,2019-11-12,1387,Shipped,Vintage Cars,S18_3856,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium,035-640555
10338,45,122.81,2,5526.45,2019-11-22,1378,Shipped,Vintage Cars,S18_3856,Royale Belge,"Boulevard Tirou, 255",Charleroi,Belgium,Cartrain,Pascale,Medium,(071) 23 67 2555
10351,20,168.73,2,3374.6,2019-12-03,1368,Shipped,Vintage Cars,S18_3856,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Medium,(171) 555-0297
10373,50,60.49,6,3024.5,2020-01-31,1310,Shipped,Vintage Cars,S18_3856,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Medium,981-443655
10386,22,57.55,6,1266.1,2020-03-01,1281,Resolved,Vintage Cars,S18_3856,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10398,45,106.93,17,4811.85,2020-03-30,1253,Shipped,Vintage Cars,S18_3856,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,26.47.1555
10400,58,125.99,6,7307.42,2020-04-01,1252,Shipped,Vintage Cars,S18_3856,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Large,4085553659
10415,51,121.75,5,6209.25,2020-05-09,1215,Disputed,Vintage Cars,S18_3856,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Medium,61-9-3844-6555
10104,38,140.75,3,5348.5,2018-01-31,2045,Shipped,Classic Cars,S18_4027,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10117,22,126.39,12,2780.58,2018-04-16,1971,Shipped,Classic Cars,S18_4027,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,+65 221 7555
10127,25,137.88,5,3447.0,2018-06-03,1924,Shipped,Classic Cars,S18_4027,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,2125557413
10142,24,157.98,15,3791.52,2018-08-08,1859,Shipped,Classic Cars,S18_4027,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10152,35,129.26,1,4524.1,2018-09-25,1812,Shipped,Classic Cars,S18_4027,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Medium,61-7-3844-6555
10165,28,119.2,6,3337.6,2018-10-22,1786,Shipped,Classic Cars,S18_4027,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium,+65 221 7555
10176,36,153.67,5,5532.12,2018-11-06,1772,Shipped,Classic Cars,S18_4027,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Medium,0522-556555
10185,39,130.69,16,5096.91,2018-11-14,1765,Shipped,Classic Cars,S18_4027,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Medium,5085559555
10196,27,168.04,8,4537.08,2018-11-26,1754,Shipped,Classic Cars,S18_4027,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Medium,2035559545
10207,40,153.67,1,6146.8,2018-12-09,1742,Shipped,Classic Cars,S18_4027,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Medium,6175552555
10220,50,165.16,5,8258.0,2019-02-12,1678,Shipped,Classic Cars,S18_4027,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Large,+353 1862 1555
10230,42,172.34,3,7238.28,2019-03-15,1648,Shipped,Classic Cars,S18_4027,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Large,+49 69 66 90 2555
10247,48,140.75,5,6756.0,2019-05-05,1598,Shipped,Classic Cars,S18_4027,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium,+358 9 8045 555
10272,25,149.36,5,3734.0,2019-07-20,1523,Shipped,Classic Cars,S18_4027,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Medium,2155551555
10282,31,150.8,8,4674.8,2019-08-20,1493,Shipped,Classic Cars,S18_4027,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10292,44,162.29,2,7140.76,2019-09-08,1475,Shipped,Classic Cars,S18_4027,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Large,2125557818
10306,23,156.55,16,3600.65,2019-10-14,1440,Shipped,Classic Cars,S18_4027,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium,(171) 555-1555
10314,29,145.06,8,4206.74,2019-10-22,1433,Shipped,Classic Cars,S18_4027,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Medium,86 21 3555
10324,49,109.79,13,5379.71,2019-11-05,1420,Shipped,Classic Cars,S18_4027,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Medium,2125551500
10337,36,157.76,3,5679.36,2019-11-21,1405,Shipped,Classic Cars,S18_4027,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez,Maria,Medium,2125558493
10349,34,129.26,5,4394.84,2019-12-01,1396,Shipped,Classic Cars,S18_4027,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,2125557413
10358,25,101.13,13,2528.25,2019-12-10,1388,Shipped,Classic Cars,S18_4027,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10372,48,146.49,6,7031.52,2020-01-26,1342,Shipped,Classic Cars,S18_4027,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Large,+81 3 3584 0555
10383,38,140.55,1,5340.9,2020-02-22,1316,Shipped,Classic Cars,S18_4027,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10394,37,172.34,1,6376.58,2020-03-15,1295,Shipped,Classic Cars,S18_4027,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10413,49,140.75,5,6896.75,2020-05-05,1245,Shipped,Classic Cars,S18_4027,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Medium,2035552570
10100,22,86.51,4,1903.22,2018-01-06,2096,Shipped,Vintage Cars,S18_4409,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Small,6035558647
10110,28,89.27,8,2499.56,2018-03-18,2026,Shipped,Vintage Cars,S18_4409,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555
10124,36,85.59,7,3081.24,2018-05-21,1963,Shipped,Vintage Cars,S18_4409,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Medium,7025551838
10148,34,105.83,1,3598.22,2018-09-11,1851,Shipped,Vintage Cars,S18_4409,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium,02 9936 8555
10173,21,75.46,14,1584.66,2018-11-05,1797,Shipped,Vintage Cars,S18_4409,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555
10182,36,109.52,11,3942.72,2018-11-12,1791,Shipped,Vintage Cars,S18_4409,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10193,24,97.55,15,2341.2,2018-11-21,1783,Shipped,Vintage Cars,S18_4409,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Small,61-9-3844-6555
10204,29,85.59,5,2482.11,2018-12-02,1773,Shipped,Vintage Cars,S18_4409,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Small,2125557413
10213,38,94.79,1,3602.02,2019-01-22,1723,Shipped,Vintage Cars,S18_4409,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,UK,Hardy,Thomas,Medium,(171) 555-7555
10227,34,104.91,11,3566.94,2019-03-02,1685,Shipped,Vintage Cars,S18_4409,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,78.32.5555
10241,42,90.19,3,3787.98,2019-04-13,1644,Shipped,Vintage Cars,S18_4409,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Medium,88.60.1555
10280,35,105.83,17,3704.05,2019-08-17,1519,Shipped,Vintage Cars,S18_4409,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Medium,011-4988555
10288,35,80.99,6,2834.65,2019-09-01,1505,Shipped,Vintage Cars,S18_4409,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,+65 224 1555
10302,38,89.27,2,3392.26,2018-10-06,1836,Shipped,Vintage Cars,S18_4409,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Medium,(171) 555-2282
10311,41,81.91,1,3358.31,2019-10-16,1462,Shipped,Vintage Cars,S18_4409,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10332,50,146.2,2,7310.0,2019-11-17,1431,Shipped,Vintage Cars,S18_4409,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Large,(171) 555-1555
10344,21,104.91,4,2203.11,2019-11-25,1424,Shipped,Vintage Cars,S18_4409,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small,91.24.4555
10367,43,62.72,8,2696.96,2020-01-12,1377,Resolved,Vintage Cars,S18_4409,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Small,6265557265
10380,32,105.52,1,3376.64,2020-02-16,1343,Shipped,Vintage Cars,S18_4409,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10407,6,90.19,3,541.14,2020-04-22,1278,On Hold,Vintage Cars,S18_4409,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,4085553659
10420,66,92.95,6,6134.7,2020-05-29,1242,In Process,Vintage Cars,S18_4409,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,+61 2 9495 8555
10105,41,82.5,10,3382.5,2018-02-11,2081,Shipped,Vintage Cars,S18_4522,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium,31 12 3555
10117,23,97.42,4,2240.66,2018-04-16,2018,Shipped,Vintage Cars,S18_4522,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,+65 221 7555
10128,43,92.16,1,3962.88,2018-06-06,1968,Shipped,Vintage Cars,S18_4522,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10142,24,70.22,7,1685.28,2018-08-08,1906,Shipped,Vintage Cars,S18_4522,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450
10153,22,83.38,6,1834.36,2018-09-28,1856,Shipped,Vintage Cars,S18_4522,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10166,26,73.73,1,1916.98,2018-10-21,1834,Shipped,Vintage Cars,S18_4522,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Small,5085552555
10177,35,74.6,8,2611.0,2018-11-07,1818,Shipped,Vintage Cars,S18_4522,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez,Jesus,Small,+34 913 728 555
10185,47,77.24,8,3630.28,2018-11-14,1812,Shipped,Vintage Cars,S18_4522,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Medium,5085559555
10197,50,101.81,14,5090.5,2018-11-26,1801,Shipped,Vintage Cars,S18_4522,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Medium,(93) 203 4555
10208,45,87.77,8,3949.65,2019-01-02,1765,Shipped,Vintage Cars,S18_4522,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,78.32.5555
10221,39,89.53,2,3491.67,2019-02-18,1719,Shipped,Vintage Cars,S18_4522,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey,Catherine,Medium,(02) 5554 67
10232,23,89.53,5,2059.19,2019-03-20,1690,Shipped,Vintage Cars,S18_4522,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Small,(198) 555-8888
10248,42,75.48,11,3170.16,2019-05-07,1643,Cancelled,Vintage Cars,S18_4522,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium,2125557818
10261,20,89.53,9,1790.6,2019-06-17,1603,Shipped,Vintage Cars,S18_4522,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Small,(514) 555-8054
10273,33,71.09,12,2345.97,2019-07-21,1570,Shipped,Vintage Cars,S18_4522,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey,Catherine,Small,(02) 5554 67
10283,34,105.32,14,3580.88,2019-08-20,1541,Shipped,Vintage Cars,S18_4522,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Medium,(604) 555-4555
10293,49,100.94,3,4946.06,2019-09-09,1522,Shipped,Vintage Cars,S18_4522,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Medium,011-4988555
10306,39,90.4,8,3525.6,2019-10-14,1488,Shipped,Vintage Cars,S18_4522,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium,(171) 555-1555
10315,36,100.06,7,3602.16,2019-10-29,1474,Shipped,Vintage Cars,S18_4522,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,40.67.8555
10326,50,86.01,5,4300.5,2019-11-09,1464,Shipped,Vintage Cars,S18_4522,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,Berglund,Christina,Medium,0921-12 3555
10337,29,155.11,2,4498.19,2019-11-21,1453,Shipped,Vintage Cars,S18_4522,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez,Maria,Medium,2125558493
10350,30,100.77,3,3023.1,2019-12-02,1443,Shipped,Vintage Cars,S18_4522,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10372,41,86.89,7,3562.49,2020-01-26,1389,Shipped,Vintage Cars,S18_4522,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Medium,+81 3 3584 0555
10383,28,58.58,7,1640.24,2020-02-22,1363,Shipped,Vintage Cars,S18_4522,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10396,45,105.32,5,4739.4,2020-03-23,1334,Shipped,Vintage Cars,S18_4522,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10414,16,75.48,11,1207.68,2020-05-06,1291,On Hold,Vintage Cars,S18_4522,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Small,6175559555
10103,36,117.45,5,4228.2,2018-01-29,2120,Shipped,Trucks and Buses,S18_4600,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium,07-98 9555
10114,41,117.45,9,4815.45,2018-04-01,2059,Shipped,Trucks and Buses,S18_4600,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium,(1) 42.34.2555
10126,50,141.66,5,7083.0,2018-05-28,2003,Shipped,Trucks and Buses,S18_4600,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Large,(91) 555 22 82
10140,40,115.03,5,4601.2,2018-07-24,1947,Shipped,Trucks and Buses,S18_4600,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium,6505556809
10150,49,131.98,2,6467.02,2018-09-19,1891,Shipped,Trucks and Buses,S18_4600,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium,+65 221 7555
10164,45,111.39,3,5012.55,2018-10-21,1860,Resolved,Trucks and Buses,S18_4600,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel,Roland,Medium,7675-3555
10175,47,108.97,10,5121.59,2018-11-06,1845,Shipped,Trucks and Buses,S18_4600,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Medium,(171) 555-0297
10183,21,116.24,2,2441.04,2018-11-13,1839,Shipped,Trucks and Buses,S18_4600,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes,Francisca,Small,2155554695
10194,32,133.19,5,4262.08,2018-11-25,1828,Shipped,Trucks and Buses,S18_4600,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,78.32.5555
10207,47,141.66,16,6658.02,2018-12-09,1815,Shipped,Trucks and Buses,S18_4600,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Medium,6175552555
10217,38,118.66,5,4509.08,2019-02-04,1759,Shipped,Trucks and Buses,S18_4600,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium,+65 224 1555
10229,41,115.03,10,4716.23,2019-03-11,1725,Shipped,Trucks and Buses,S18_4600,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10245,21,113.82,3,2390.22,2019-05-04,1672,Shipped,Trucks and Buses,S18_4600,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Small,2035559545
10259,41,113.82,13,4666.62,2019-06-15,1631,Shipped,Trucks and Buses,S18_4600,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium,+65 224 1555
10270,38,141.66,3,5383.08,2019-07-19,1598,Shipped,Trucks and Buses,S18_4600,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,+61 2 9495 8555
10281,25,99.29,10,2482.25,2019-08-19,1568,Shipped,Trucks and Buses,S18_4600,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small,2155551555
10291,48,110.18,5,5288.64,2019-09-08,1549,Shipped,Trucks and Buses,S18_4600,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium,0695-34 6555
10305,22,99.29,14,2184.38,2019-10-13,1515,Shipped,Trucks and Buses,S18_4600,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Small,6175558555
10313,28,102.92,8,2881.76,2019-10-22,1507,Shipped,Trucks and Buses,S18_4600,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small,(604) 555-3392
10323,47,131.98,1,6203.06,2019-11-05,1494,Shipped,Trucks and Buses,S18_4600,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Medium,+49 69 66 90 2555
10334,49,138.03,4,6763.47,2019-11-19,1481,On Hold,Trucks and Buses,S18_4600,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,Berglund,Christina,Medium,0921-12 3555
10347,45,130.77,4,5884.65,2019-11-29,1472,Shipped,Trucks and Buses,S18_4600,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,03 9520 4555
10357,28,127.13,2,3559.64,2019-12-10,1462,Shipped,Trucks and Buses,S18_4600,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10370,29,57.53,6,1668.37,2020-01-20,1422,Shipped,Trucks and Buses,S18_4600,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,02 9936 8555
10382,39,125.4,1,4890.6,2020-02-17,1395,Shipped,Trucks and Buses,S18_4600,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10411,46,113.82,3,5235.72,2020-05-01,1322,Shipped,Trucks and Buses,S18_4600,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Medium,(514) 555-8054
10425,38,113.82,13,4325.16,2020-05-31,1293,In Process,Trucks and Buses,S18_4600,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,40.67.8555
10103,41,47.29,9,1938.89,2018-01-29,2147,Shipped,Vintage Cars,S18_4668,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Small,07-98 9555
10113,50,49.81,3,2490.5,2018-03-26,2092,Shipped,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450
10126,43,53.83,9,2314.69,2018-05-28,2030,Shipped,Vintage Cars,S18_4668,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small,(91) 555 22 82
10140,29,43.27,9,1254.83,2018-07-24,1974,Shipped,Vintage Cars,S18_4668,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Small,6505556809
10150,30,42.76,6,1282.8,2018-09-19,1918,Shipped,Vintage Cars,S18_4668,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,+65 221 7555
10164,25,53.83,7,1345.75,2018-10-21,1887,Resolved,Vintage Cars,S18_4668,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel,Roland,Small,7675-3555
10174,49,44.78,2,2194.22,2018-11-06,1872,Shipped,Vintage Cars,S18_4668,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Small,61-7-3844-6555
10183,40,49.3,6,1972.0,2018-11-13,1866,Shipped,Vintage Cars,S18_4668,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes,Francisca,Small,2155554695
10194,41,44.78,9,1835.98,2018-11-25,1855,Shipped,Vintage Cars,S18_4668,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Small,78.32.5555
10206,21,53.33,4,1119.93,2018-12-05,1846,Shipped,Vintage Cars,S18_4668,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small,(604) 555-3392
10215,46,45.28,1,2082.88,2019-01-29,1792,Shipped,Vintage Cars,S18_4668,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson,Steve,Small,3105553722
10229,39,40.25,14,1569.75,2019-03-11,1752,Shipped,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450
10245,45,59.87,7,2694.15,2019-05-04,1699,Shipped,Vintage Cars,S18_4668,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Small,2035559545
10258,21,59.87,4,1257.27,2019-06-15,1658,Shipped,Vintage Cars,S18_4668,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,+81 3 3584 0555
