ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10125,32,101.71,1,3254.72,2018-05-21,1197,Shipped,Vintage Cars,S18_1342,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium
10139,31,102.74,7,3184.94,2018-07-16,1142,Shipped,Vintage Cars,S18_1342,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium
10149,50,118.15,4,5907.5,2018-09-12,1085,Shipped,Vintage Cars,S18_1342,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor,Sue,Medium
10173,43,117.12,6,5036.16,2018-11-05,1032,Shipped,Vintage Cars,S18_1342,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium
10182,25,87.33,3,2183.25,2018-11-12,1026,Shipped,Vintage Cars,S18_1342,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10193,28,110.96,7,3106.88,2018-11-21,1018,Shipped,Vintage Cars,S18_1342,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Medium
10205,36,103.77,2,3735.72,2018-12-03,1007,Shipped,Vintage Cars,S18_1342,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10215,27,89.38,10,2413.26,2019-01-29,951,Shipped,Vintage Cars,S18_1342,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson,Steve,Small
10227,25,118.15,3,2953.75,2019-03-02,920,Shipped,Vintage Cars,S18_1342,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Small
10244,40,117.12,7,4684.8,2019-04-29,863,Shipped,Vintage Cars,S18_1342,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10256,34,95.55,2,3248.7,2019-06-08,824,Shipped,Vintage Cars,S18_1342,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium
10280,50,104.79,9,5239.5,2019-08-17,755,Shipped,Vintage Cars,S18_1342,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Medium
10289,38,120.21,2,4567.98,2019-09-03,739,Shipped,Vintage Cars,S18_1342,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium
10304,37,95.55,13,3535.35,2019-10-11,702,Shipped,Vintage Cars,S18_1342,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Medium
10312,43,89.38,10,3843.34,2019-10-21,693,Shipped,Vintage Cars,S18_1342,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10322,43,86.3,14,3710.9,2019-11-04,680,Shipped,Vintage Cars,S18_1342,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium
10332,46,95.13,15,4375.98,2019-11-17,668,Shipped,Vintage Cars,S18_1342,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium
10346,42,36.11,3,1516.62,2019-11-29,657,Shipped,Vintage Cars,S18_1342,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Small
10356,50,50.18,9,2509.0,2019-12-09,648,Shipped,Vintage Cars,S18_1342,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Small
10369,44,210.01,8,9240.44,2020-01-20,607,Shipped,Vintage Cars,S18_1342,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Large
10380,27,93.16,13,2515.32,2020-02-16,581,Shipped,Vintage Cars,S18_1342,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10391,35,158.54,2,5548.9,2020-03-09,560,Shipped,Vintage Cars,S18_1342,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium
10422,51,95.55,2,4873.05,2020-05-30,479,In Process,Vintage Cars,S18_1342,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Medium
10102,41,50.14,1,2055.74,2018-01-10,1351,Shipped,Vintage Cars,S18_1367,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Small
10126,42,54.99,17,2309.58,2018-05-28,1214,Shipped,Vintage Cars,S18_1367,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small
10139,49,43.13,6,2113.37,2018-07-16,1166,Shipped,Vintage Cars,S18_1367,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small
10149,30,58.22,3,1746.6,2018-09-12,1109,Shipped,Vintage Cars,S18_1367,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor,Sue,Small
10173,48,44.21,5,2122.08,2018-11-05,1056,Shipped,Vintage Cars,S18_1367,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small
10182,32,54.45,2,1742.4,2018-11-12,1050,Shipped,Vintage Cars,S18_1367,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10193,46,53.37,6,2455.02,2018-11-21,1042,Shipped,Vintage Cars,S18_1367,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Small
10205,48,63.61,1,3053.28,2018-12-03,1031,Shipped,Vintage Cars,S18_1367,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10215,33,43.13,9,1423.29,2019-01-29,975,Shipped,Vintage Cars,S18_1367,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson,Steve,Small
10227,31,48.52,2,1504.12,2019-03-02,944,Shipped,Vintage Cars,S18_1367,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Small
10244,20,58.22,6,1164.4,2019-04-29,887,Shipped,Vintage Cars,S18_1367,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10256,29,51.75,1,1500.75,2019-06-08,848,Shipped,Vintage Cars,S18_1367,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Small
10280,27,57.68,8,1557.36,2019-08-17,779,Shipped,Vintage Cars,S18_1367,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Small
10289,24,56.07,1,1345.68,2019-09-03,763,Shipped,Vintage Cars,S18_1367,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small
10304,37,48.52,12,1795.24,2019-10-11,726,Shipped,Vintage Cars,S18_1367,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Small
10312,25,44.21,9,1105.25,2019-10-21,717,Shipped,Vintage Cars,S18_1367,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10322,41,57.68,5,2364.88,2019-11-04,704,Shipped,Vintage Cars,S18_1367,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Small
10332,27,89.89,16,2427.03,2019-11-17,692,Shipped,Vintage Cars,S18_1367,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small
10347,21,58.95,7,1237.95,2019-11-29,681,Shipped,Vintage Cars,S18_1367,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small
10356,22,72.41,6,1593.02,2019-12-09,672,Shipped,Vintage Cars,S18_1367,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Small
10369,32,98.63,7,3156.16,2020-01-20,631,Shipped,Vintage Cars,S18_1367,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Medium
10391,42,119.0,3,4998.0,2020-03-09,583,Shipped,Vintage Cars,S18_1367,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium
10422,25,51.75,1,1293.75,2020-05-30,502,In Process,Vintage Cars,S18_1367,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small
10110,37,146.84,16,5433.08,2018-03-18,1307,Shipped,Classic Cars,S18_1589,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium
10123,26,118.22,2,3073.72,2018-05-20,1245,Shipped,Classic Cars,S18_1589,Atelier graphique,"54, rue Royale",Nantes,France,Schmitt,Carine,Medium
10137,44,99.55,2,4380.2,2018-07-10,1195,Shipped,Classic Cars,S18_1589,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium
10148,47,124.44,9,5848.68,2018-09-11,1133,Shipped,Classic Cars,S18_1589,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium
10161,43,143.11,8,6153.73,2018-10-17,1098,Shipped,Classic Cars,S18_1589,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Medium
10172,42,118.22,6,4965.24,2018-11-05,1080,Shipped,Classic Cars,S18_1589,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Medium
10181,42,129.42,2,5435.64,2018-11-12,1074,Shipped,Classic Cars,S18_1589,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium
10192,29,146.84,7,4258.36,2018-11-20,1067,Shipped,Classic Cars,S18_1589,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium
10204,40,100.8,13,4032.0,2018-12-02,1056,Shipped,Classic Cars,S18_1589,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium
10212,38,118.22,6,4492.36,2019-01-16,1012,Shipped,Classic Cars,S18_1589,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10226,38,109.51,4,4161.38,2019-02-26,972,Shipped,Classic Cars,S18_1589,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Medium
10241,21,119.46,11,2508.66,2019-04-13,927,Shipped,Classic Cars,S18_1589,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small
10253,24,140.62,1,3374.88,2019-06-01,879,Cancelled,Classic Cars,S18_1589,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Medium
10266,36,144.35,2,5196.6,2019-07-06,845,Shipped,Classic Cars,S18_1589,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Medium
10278,23,113.24,2,2604.52,2019-08-06,815,Shipped,Classic Cars,S18_1589,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Small
10288,20,146.84,14,2936.8,2019-09-01,790,Shipped,Classic Cars,S18_1589,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small
10301,32,107.02,4,3424.64,2018-10-05,1122,Shipped,Classic Cars,S18_1589,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Medium
10311,29,100.8,9,2923.2,2019-10-16,747,Shipped,Classic Cars,S18_1589,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10321,44,102.04,6,4489.76,2019-11-04,729,Shipped,Classic Cars,S18_1589,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Medium
10331,44,110.21,14,4849.24,2019-11-17,717,Shipped,Classic Cars,S18_1589,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Medium
10343,36,162.47,4,5848.92,2019-11-24,711,Shipped,Classic Cars,S18_1589,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium
10367,49,56.3,1,2758.7,2020-01-12,663,Resolved,Classic Cars,S18_1589,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Small
10378,34,42.64,5,1449.76,2020-02-10,635,Shipped,Classic Cars,S18_1589,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10407,59,119.46,11,7048.14,2020-04-22,564,On Hold,Classic Cars,S18_1589,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Large
10419,37,140.62,1,5202.94,2020-05-17,540,Shipped,Classic Cars,S18_1589,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium
10106,36,146.65,12,5279.4,2018-02-17,1361,Shipped,Planes,S18_1662,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium
10119,43,160.84,3,6916.12,2018-04-28,1292,Shipped,Planes,S18_1662,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium
10131,21,132.46,4,2781.66,2018-06-16,1244,Shipped,Planes,S18_1662,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis,Dan,Small
10143,32,164.0,7,5248.0,2018-08-10,1190,Shipped,Planes,S18_1662,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Medium
10155,38,171.88,5,6531.44,2018-10-06,1134,Shipped,Planes,S18_1662,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Medium
10167,43,134.04,1,5763.72,2018-10-23,1118,Cancelled,Planes,S18_1662,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium
10178,42,154.54,4,6490.68,2018-11-08,1103,Shipped,Planes,S18_1662,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet,Annette,Medium
10186,32,187.65,1,6004.8,2018-11-14,1098,Shipped,Planes,S18_1662,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,UK,Hardy,Thomas,Medium
10198,42,178.19,4,7483.98,2018-11-27,1086,Shipped,Planes,S18_1662,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Large
10210,31,184.5,17,5719.5,2019-01-12,1041,Shipped,Planes,S18_1662,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Medium
10222,49,141.92,4,6954.08,2019-02-19,1004,Shipped,Planes,S18_1662,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Medium
10250,45,181.34,14,8160.3,2019-05-11,924,Shipped,Planes,S18_1662,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Large
10262,49,134.04,9,6567.96,2019-06-24,881,Cancelled,Planes,S18_1662,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10274,41,164.0,1,6724.0,2019-07-21,855,Shipped,Planes,S18_1662,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Medium
10284,45,127.73,11,5747.85,2019-08-21,825,Shipped,Planes,S18_1662,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Medium
10296,36,157.69,7,5676.84,2019-09-15,801,Shipped,Planes,S18_1662,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer,Michael,Medium
10307,39,189.23,1,7379.97,2019-10-14,773,Shipped,Planes,S18_1662,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes,Francisca,Large
10316,27,137.19,9,3704.13,2019-11-01,756,Shipped,Planes,S18_1662,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Medium
10327,25,112.19,6,2804.75,2019-11-10,748,Resolved,Planes,S18_1662,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Small
10338,41,137.19,1,5624.79,2019-11-22,737,Shipped,Planes,S18_1662,Royale Belge,"Boulevard Tirou, 255",Charleroi,Belgium,Cartrain,Pascale,Medium
10351,39,99.52,1,3881.28,2019-12-03,727,Shipped,Planes,S18_1662,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Medium
10373,28,57.55,4,1611.4,2020-01-31,669,Shipped,Planes,S18_1662,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Small
10386,25,54.57,7,1364.25,2020-03-01,640,Resolved,Planes,S18_1662,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10398,33,127.73,11,4215.09,2020-03-30,612,Shipped,Planes,S18_1662,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium
10400,34,189.23,1,6433.82,2020-04-01,611,Shipped,Planes,S18_1662,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Medium
10416,24,181.34,14,4352.16,2020-05-10,573,Shipped,Planes,S18_1662,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Medium
10100,30,171.7,3,5151.0,2018-01-06,1429,Shipped,Vintage Cars,S18_1749,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium
10110,42,144.5,7,6069.0,2018-03-18,1359,Shipped,Vintage Cars,S18_1749,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium
10124,21,136.0,6,2856.0,2018-05-21,1296,Shipped,Vintage Cars,S18_1749,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Small
10149,34,158.1,11,5375.4,2018-09-12,1183,Shipped,Vintage Cars,S18_1749,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor,Sue,Medium
10173,24,146.2,13,3508.8,2018-11-05,1130,Shipped,Vintage Cars,S18_1749,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium
10182,44,171.7,10,7554.8,2018-11-12,1124,Shipped,Vintage Cars,S18_1749,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large
10193,21,149.6,14,3141.6,2018-11-21,1116,Shipped,Vintage Cars,S18_1749,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Medium
10204,33,178.5,4,5890.5,2018-12-02,1106,Shipped,Vintage Cars,S18_1749,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium
10214,30,198.9,7,5967.0,2019-01-26,1052,Shipped,Vintage Cars,S18_1749,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Medium
10227,26,142.8,10,3712.8,2019-03-02,1018,Shipped,Vintage Cars,S18_1749,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium
10241,41,185.3,2,7597.3,2019-04-13,977,Shipped,Vintage Cars,S18_1749,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Large
10280,26,141.1,16,3668.6,2019-08-17,852,Shipped,Vintage Cars,S18_1749,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Medium
10288,32,183.6,5,5875.2,2019-09-01,838,Shipped,Vintage Cars,S18_1749,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium
10302,43,170.0,1,7310.0,2018-10-06,1169,Shipped,Vintage Cars,S18_1749,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Large
10312,48,168.3,17,8078.4,2019-10-21,790,Shipped,Vintage Cars,S18_1749,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large
10331,44,74.04,7,3257.76,2019-11-17,764,Shipped,Vintage Cars,S18_1749,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Medium
10344,45,170.0,1,7650.0,2019-11-25,757,Shipped,Vintage Cars,S18_1749,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Large
10367,37,127.13,3,4703.81,2020-01-12,710,Resolved,Vintage Cars,S18_1749,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Medium
10379,39,138.45,2,5399.55,2020-02-10,682,Shipped,Vintage Cars,S18_1749,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10407,76,185.3,2,14082.8,2020-04-22,611,On Hold,Vintage Cars,S18_1749,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Large
10420,37,142.8,5,5283.6,2020-05-29,575,In Process,Vintage Cars,S18_1749,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium
10108,38,82.39,2,3130.82,2018-03-03,1394,Shipped,Classic Cars,S18_1889,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Medium
10122,43,72.38,6,3112.34,2018-05-08,1329,Shipped,Classic Cars,S18_1889,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Medium
10135,48,79.31,3,3806.88,2018-07-02,1275,Shipped,Classic Cars,S18_1889,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10147,26,82.39,3,2142.14,2018-09-05,1211,Shipped,Classic Cars,S18_1889,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Small
10170,20,63.14,2,1262.8,2018-11-04,1152,Shipped,Classic Cars,S18_1889,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel,Roland,Small
10181,22,73.92,10,1626.24,2018-11-12,1145,Shipped,Classic Cars,S18_1889,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small
10192,45,90.86,15,4088.7,2018-11-20,1138,Shipped,Classic Cars,S18_1889,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium
10203,45,85.47,4,3846.15,2018-12-02,1127,Shipped,Classic Cars,S18_1889,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10212,20,66.99,14,1339.8,2019-01-16,1083,Shipped,Classic Cars,S18_1889,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10225,47,64.68,5,3039.96,2019-02-22,1047,Shipped,Classic Cars,S18_1889,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium
10239,46,73.92,4,3400.32,2019-04-12,999,Shipped,Classic Cars,S18_1889,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Medium
10253,23,83.93,9,1930.39,2019-06-01,950,Cancelled,Classic Cars,S18_1889,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Small
10266,33,74.69,10,2464.77,2019-07-06,916,Shipped,Classic Cars,S18_1889,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small
10278,29,90.86,10,2634.94,2019-08-06,886,Shipped,Classic Cars,S18_1889,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Small
10287,44,82.39,8,3625.16,2019-08-30,863,Shipped,Classic Cars,S18_1889,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium
10300,41,92.4,1,3788.4,2018-10-04,1194,Shipped,Classic Cars,S18_1889,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Medium
10310,20,91.63,6,1832.6,2019-10-16,818,Shipped,Classic Cars,S18_1889,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Small
10321,37,78.54,14,2905.98,2019-11-04,800,Shipped,Classic Cars,S18_1889,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Small
10329,29,101.89,9,2954.81,2019-11-15,790,Shipped,Classic Cars,S18_1889,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small
10342,55,65.45,1,3599.75,2019-11-24,782,Shipped,Classic Cars,S18_1889,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium
10363,22,167.57,7,3686.54,2020-01-06,740,Shipped,Classic Cars,S18_1889,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium
10377,31,67.76,4,2100.56,2020-02-09,707,Shipped,Classic Cars,S18_1889,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Small
10389,49,79.22,3,3881.78,2020-03-03,685,Shipped,Classic Cars,S18_1889,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium
10405,61,73.92,4,4509.12,2020-04-14,644,Shipped,Classic Cars,S18_1889,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Medium
10419,39,83.93,9,3273.27,2020-05-17,612,Shipped,Classic Cars,S18_1889,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium
10109,38,116.65,3,4432.7,2018-03-10,1412,Shipped,Classic Cars,S18_1984,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Medium
10122,31,132.29,1,4100.99,2018-05-08,1354,Shipped,Classic Cars,S18_1984,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Medium
10136,36,146.52,1,5274.72,2018-07-04,1298,Shipped,Classic Cars,S18_1984,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet,Annette,Medium
10148,25,169.28,12,4232.0,2018-09-11,1230,Shipped,Classic Cars,S18_1984,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium
10161,48,128.03,11,6145.44,2018-10-17,1195,Shipped,Classic Cars,S18_1984,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Medium
10171,35,133.72,1,4680.2,2018-11-05,1177,Shipped,Classic Cars,S18_1984,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Medium
10181,21,156.48,5,3286.08,2018-11-12,1171,Shipped,Classic Cars,S18_1984,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium
10192,47,157.9,10,7421.3,2018-11-20,1164,Shipped,Classic Cars,S18_1984,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Large
10204,38,169.28,16,6432.64,2018-12-02,1153,Shipped,Classic Cars,S18_1984,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium
10212,41,118.07,9,4840.87,2019-01-16,1109,Shipped,Classic Cars,S18_1984,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
