ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PHONE,MSRP,POSTALCODE
10197,35,93.35,11,3267.25,2018-11-26,3203,Shipped,Ships,S700_3962,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Medium,(93) 203 4555,99,8022
10208,33,85.41,5,2818.53,2019-01-02,3167,Shipped,Ships,S700_3962,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Small,78.32.5555,99,69004
10222,31,95.34,17,2955.54,2019-02-19,3120,Shipped,Ships,S700_3962,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Small,7605558146,99,91217
10232,35,82.43,2,2885.05,2019-03-20,3092,Shipped,Ships,S700_3962,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Small,(198) 555-8888,99,PO31 7PJ
10248,35,90.37,8,3162.95,2019-05-07,3045,Cancelled,Ships,S700_3962,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium,2125557818,99,10022
10261,50,81.43,6,4071.5,2019-06-17,3005,Shipped,Ships,S700_3962,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Medium,(514) 555-8054,99,H1J 1C3
10273,26,114.21,9,2969.46,2019-07-21,2972,Shipped,Ships,S700_3962,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey,Catherine,Small,(02) 5554 67,99,B-1180
10283,38,89.38,11,3396.44,2019-08-20,2943,Shipped,Ships,S700_3962,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Medium,(604) 555-4555,99,T2F 8M4
10294,45,104.28,1,4692.6,2019-09-10,2923,Shipped,Ships,S700_3962,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Medium,6175557555,99,58339
10306,30,117.19,5,3515.7,2019-10-14,2890,Shipped,Ships,S700_3962,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium,(171) 555-1555,99,EC2 5NT
10315,37,91.37,4,3380.69,2019-10-29,2876,Shipped,Ships,S700_3962,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,40.67.8555,99,44000
10327,37,86.61,3,3204.57,2019-11-10,2865,Resolved,Ships,S700_3962,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium,31 12 3555,99,1734
10337,36,71.89,7,2588.04,2019-11-21,2855,Shipped,Ships,S700_3962,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez,Maria,Small,2125558493,99,10022
10350,25,114.19,16,2854.75,2019-12-02,2845,Shipped,Ships,S700_3962,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,99,28034
10373,37,108.8,8,4025.6,2020-01-31,2786,Shipped,Ships,S700_3962,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Medium,981-443655,99,90110
10386,30,95.48,3,2864.4,2020-03-01,2757,Resolved,Ships,S700_3962,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,99,28034
10397,36,105.27,2,3789.72,2020-03-28,2731,Shipped,Ships,S700_3962,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet,Annette,Medium,61.77.6555,99,31000
10414,27,90.37,8,2439.99,2020-05-06,2693,On Hold,Ships,S700_3962,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Small,6175559555,99,51003
10106,48,61.44,10,2949.12,2018-02-17,3503,Shipped,Planes,S700_4002,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555,74,24100
10119,26,59.22,1,1539.72,2018-04-28,3434,Shipped,Planes,S700_4002,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Small,6562-9555,74,5020
10131,26,85.13,2,2213.38,2018-06-16,3386,Shipped,Planes,S700_4002,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis,Dan,Small,2035554407,74,97561
10143,34,85.87,5,2919.58,2018-08-10,3332,Shipped,Planes,S700_4002,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Small,5085559555,74,50553
10155,44,85.87,3,3778.28,2018-10-06,3276,Shipped,Planes,S700_4002,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Medium,90-224 8555,74,21240
10168,39,82.91,17,3233.49,2018-10-28,3255,Shipped,Planes,S700_4002,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium,6505556809,74,94217
10178,45,76.25,2,3431.25,2018-11-08,3245,Shipped,Planes,S700_4002,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet,Annette,Medium,61.77.6555,74,31000
10198,40,63.67,2,2546.8,2018-11-27,3227,Shipped,Planes,S700_4002,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Small,+63 2 555 3587,74,1227 MM
10210,42,70.33,15,2953.86,2019-01-12,3182,Shipped,Planes,S700_4002,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Small,+81 06 6342 5555,74,530-0003
10222,43,74.03,2,3183.29,2019-02-19,3145,Shipped,Planes,S700_4002,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Medium,7605558146,74,91217
10235,34,72.55,11,2466.7,2019-04-02,3104,Shipped,Planes,S700_4002,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Small,(604) 555-4555,74,T2F 8M4
10250,38,62.19,12,2363.22,2019-05-11,3066,Shipped,Planes,S700_4002,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,4085553659,74,94217
10262,35,71.07,7,2487.45,2019-06-24,3023,Cancelled,Planes,S700_4002,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,74,28034
10275,31,72.55,17,2249.05,2019-07-23,2995,Shipped,Planes,S700_4002,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,40.67.8555,74,44000
10284,32,64.41,9,2061.12,2019-08-21,2967,Shipped,Planes,S700_4002,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small,+47 2212 1555,74,N 0106
10296,47,86.62,5,4071.14,2019-09-15,2943,Shipped,Planes,S700_4002,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer,Michael,Medium,+49 89 61 08 9555,74,80686
10308,39,68.11,15,2656.29,2019-10-15,2914,Shipped,Planes,S700_4002,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Small,9145554562,74,24067
10316,44,62.19,7,2736.36,2019-11-01,2898,Shipped,Planes,S700_4002,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Small,(198) 555-8888,74,PO31 7PJ
10328,39,85.87,12,3348.93,2019-11-12,2888,Shipped,Planes,S700_4002,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium,035-640555,74,24100
10339,50,57.86,8,2893.0,2019-11-23,2878,Shipped,Planes,S700_4002,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,+81 3 3584 0555,74,106-0032
10352,22,75.51,1,1661.22,2019-12-03,2869,Shipped,Planes,S700_4002,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,USA,Taylor,Leslie,Small,6175558428,74,58339
10361,35,122.21,11,4277.35,2019-12-17,2856,Shipped,Planes,S700_4002,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,+61 2 9495 8555,74,2067
10373,45,55.62,17,2502.9,2020-01-31,2812,Shipped,Planes,S700_4002,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Small,981-443655,74,90110
10386,44,86.4,15,3801.6,2020-03-01,2783,Resolved,Planes,S700_4002,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,74,28034
10398,36,87.36,12,3144.96,2020-03-30,2755,Shipped,Planes,S700_4002,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,26.47.1555,74,51100
10401,28,72.55,11,2031.4,2020-04-03,2752,On Hold,Planes,S700_4002,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown,William,Small,2015559350,74,94019
10416,43,62.19,12,2674.17,2020-05-10,2716,Shipped,Planes,S700_4002,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small,0522-556555,74,42100
10106,48,52.64,15,2526.72,2018-02-17,3530,Shipped,Planes,S72_1253,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555,49,24100
10119,28,48.17,6,1348.76,2018-04-28,3461,Shipped,Planes,S72_1253,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Small,6562-9555,49,5020
10131,21,41.71,7,875.91,2018-06-16,3413,Shipped,Planes,S72_1253,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis,Dan,Small,2035554407,49,97561
10143,37,50.65,10,1874.05,2018-08-10,3359,Shipped,Planes,S72_1253,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Small,5085559555,49,50553
10155,34,49.16,8,1671.44,2018-10-06,3303,Shipped,Planes,S72_1253,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Small,90-224 8555,49,21240
10167,40,41.71,4,1668.4,2018-10-23,3287,Cancelled,Planes,S72_1253,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Small,0695-34 6555,49,S-844 67
10178,45,51.15,7,2301.75,2018-11-08,3272,Shipped,Planes,S72_1253,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet,Annette,Small,61.77.6555,49,31000
10186,28,52.14,4,1459.92,2018-11-14,3267,Shipped,Planes,S72_1253,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,UK,Hardy,Thomas,Small,(171) 555-7555,49,WA1 1DP
10197,29,41.71,1,1209.59,2018-11-26,3256,Shipped,Planes,S72_1253,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Small,(93) 203 4555,49,8022
10222,31,45.69,7,1416.39,2019-02-19,3172,Shipped,Planes,S72_1253,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Small,7605558146,49,91217
10249,32,57.61,3,1843.52,2019-05-08,3095,Shipped,Planes,S72_1253,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,USA,Tseng,Kyung,Small,6175555555,49,51247
10262,21,57.11,12,1199.31,2019-06-24,3049,Cancelled,Planes,S72_1253,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,49,28034
10274,32,58.6,4,1875.2,2019-07-21,3023,Shipped,Planes,S72_1253,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Small,6175558555,49,58339
10283,43,57.61,1,2477.23,2019-08-20,2994,Shipped,Planes,S72_1253,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Small,(604) 555-4555,49,T2F 8M4
10296,21,45.19,10,948.99,2019-09-15,2969,Shipped,Planes,S72_1253,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer,Michael,Small,+49 89 61 08 9555,49,80686
10307,34,53.63,4,1823.42,2019-10-14,2941,Shipped,Planes,S72_1253,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes,Francisca,Small,2155554695,49,71270
10316,34,43.7,12,1485.8,2019-11-01,2924,Shipped,Planes,S72_1253,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Small,(198) 555-8888,49,PO31 7PJ
10329,44,86.13,8,3789.72,2019-11-15,2911,Shipped,Planes,S72_1253,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium,2125557818,49,10022
10339,27,76.31,6,2060.37,2019-11-23,2904,Shipped,Planes,S72_1253,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,+81 3 3584 0555,49,106-0032
10352,49,52.64,4,2579.36,2019-12-03,2895,Shipped,Planes,S72_1253,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,USA,Taylor,Leslie,Small,6175558428,49,58339
10361,23,95.2,12,2189.6,2019-12-17,2882,Shipped,Planes,S72_1253,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,+61 2 9495 8555,49,2067
10373,25,64.97,9,1624.25,2020-01-31,2838,Shipped,Planes,S72_1253,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Small,981-443655,49,90110
10386,50,87.15,16,4357.5,2020-03-01,2809,Resolved,Planes,S72_1253,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,49,28034
10398,34,40.22,1,1367.48,2020-03-30,2781,Shipped,Planes,S72_1253,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Small,26.47.1555,49,51100
10400,20,56.12,4,1122.4,2020-04-01,2780,Shipped,Planes,S72_1253,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,4085553659,49,94217
10415,42,57.61,3,2419.62,2020-05-09,2743,Disputed,Planes,S72_1253,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Small,61-9-3844-6555,49,3150
10105,25,56.78,8,1419.5,2018-02-11,3562,Shipped,Ships,S72_3212,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Small,31 12 3555,54,1734
10117,50,43.68,2,2184.0,2018-04-16,3499,Shipped,Ships,S72_3212,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,+65 221 7555,54,79903
10129,32,64.97,8,2079.04,2018-06-12,3443,Shipped,Ships,S72_3212,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Small,(171) 555-0297,54,WX3 6FW
10142,39,44.23,5,1724.97,2018-08-08,3387,Shipped,Ships,S72_3212,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,54,97562
10153,50,60.06,4,3003.0,2018-09-28,3337,Shipped,Ships,S72_3212,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,54,28034
10167,38,48.59,15,1846.42,2018-10-23,3313,Cancelled,Ships,S72_3212,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Small,0695-34 6555,54,S-844 67
10177,40,50.23,6,2009.2,2018-11-07,3299,Shipped,Ships,S72_3212,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez,Jesus,Small,+34 913 728 555,54,28023
10185,28,64.43,6,1804.04,2018-11-14,3293,Shipped,Ships,S72_3212,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Small,5085559555,54,50553
10197,42,50.23,12,2109.66,2018-11-26,3282,Shipped,Ships,S72_3212,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Small,(93) 203 4555,54,8022
10208,42,63.88,6,2682.96,2019-01-02,3246,Shipped,Ships,S72_3212,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Small,78.32.5555,54,69004
10222,36,63.34,18,2280.24,2019-02-19,3199,Shipped,Ships,S72_3212,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Small,7605558146,54,91217
10232,24,49.69,3,1192.56,2019-03-20,3171,Shipped,Ships,S72_3212,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Small,(198) 555-8888,54,PO31 7PJ
10248,23,65.52,9,1506.96,2019-05-07,3124,Cancelled,Ships,S72_3212,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,2125557818,54,10022
10261,29,50.78,7,1472.62,2019-06-17,3084,Shipped,Ships,S72_3212,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Small,(514) 555-8054,54,H1J 1C3
10273,37,45.86,10,1696.82,2019-07-21,3051,Shipped,Ships,S72_3212,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey,Catherine,Small,(02) 5554 67,54,B-1180
10283,33,51.32,12,1693.56,2019-08-20,3022,Shipped,Ships,S72_3212,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Small,(604) 555-4555,54,T2F 8M4
10293,32,60.06,1,1921.92,2019-09-09,3003,Shipped,Ships,S72_3212,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Small,011-4988555,54,10100
10306,35,59.51,6,2082.85,2019-10-14,2969,Shipped,Ships,S72_3212,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555,54,EC2 5NT
10315,40,55.69,5,2227.6,2019-10-29,2955,Shipped,Ships,S72_3212,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,40.67.8555,54,44000
10327,37,86.74,4,3209.38,2019-11-10,2944,Resolved,Ships,S72_3212,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium,31 12 3555,54,1734
10337,42,97.16,5,4080.72,2019-11-21,2934,Shipped,Ships,S72_3212,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez,Maria,Medium,2125558493,54,10022
10350,20,112.22,15,2244.4,2019-12-02,2924,Shipped,Ships,S72_3212,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,54,28034
10373,29,137.19,1,3978.51,2020-01-31,2865,Shipped,Ships,S72_3212,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Medium,981-443655,54,90110
10386,43,125.99,4,5417.57,2020-03-01,2836,Resolved,Ships,S72_3212,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,54,28034
10397,34,62.24,1,2116.16,2020-03-28,2810,Shipped,Ships,S72_3212,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet,Annette,Small,61.77.6555,54,31000
10414,47,65.52,9,3079.44,2020-05-06,2772,On Hold,Ships,S72_3212,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Medium,6175559555,54,51003
