ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PHONE,MSRP
10181,25,154.47,9,3861.75,2018-11-12,2478,Shipped,Classic Cars,S24_3856,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium,+47 2267 3215,140
10192,45,140.43,14,6319.35,2018-11-20,2471,Shipped,Classic Cars,S24_3856,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium,6035558647,140
10203,47,148.86,3,6996.42,2018-12-02,2460,Shipped,Classic Cars,S24_3856,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,140
10212,49,141.83,13,6949.67,2019-01-16,2416,Shipped,Classic Cars,S24_3856,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,140
10225,40,113.75,4,4550.0,2019-02-22,2380,Shipped,Classic Cars,S24_3856,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,0897-034555,140
10239,29,154.47,3,4479.63,2019-04-12,2332,Shipped,Classic Cars,S24_3856,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Medium,981-443655,140
10253,39,132.0,8,5148.0,2019-06-01,2283,Cancelled,Classic Cars,S24_3856,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Medium,(171) 555-2282,140
10266,24,122.17,9,2932.08,2019-07-06,2249,Shipped,Classic Cars,S24_3856,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small,0522-556555,140
10278,25,126.39,9,3159.75,2019-08-06,2219,Shipped,Classic Cars,S24_3856,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Medium,7025551838,140
10287,36,119.37,7,4297.32,2019-08-30,2196,Shipped,Classic Cars,S24_3856,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,0897-034555,140
10301,50,154.47,11,7723.5,2018-10-05,2526,Shipped,Classic Cars,S24_3856,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Large,+47 2212 1555,140
10310,45,122.17,5,5497.65,2019-10-16,2151,Shipped,Classic Cars,S24_3856,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium,0221-5554327,140
10321,26,155.88,13,4052.88,2019-11-04,2133,Shipped,Classic Cars,S24_3856,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Medium,5085552555,140
10331,21,149.33,1,3135.93,2019-11-17,2121,Shipped,Classic Cars,S24_3856,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Medium,2155559857,140
10342,42,119.37,6,5013.54,2019-11-24,2115,Shipped,Classic Cars,S24_3856,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,03 9520 4555,140
10355,32,165.71,8,5302.72,2019-12-07,2103,Shipped,Classic Cars,S24_3856,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,140
10363,31,94.58,1,2931.98,2020-01-06,2074,Shipped,Classic Cars,S24_3856,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,+358 9 8045 555,140
10378,33,53.27,3,1757.91,2020-02-10,2040,Shipped,Classic Cars,S24_3856,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,140
10390,45,150.29,8,6763.05,2020-03-04,2018,Shipped,Classic Cars,S24_3856,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,140
10405,76,154.47,3,11739.7,2020-04-14,1978,Shipped,Classic Cars,S24_3856,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Large,88.60.1555,140
10419,70,132.0,8,9240.0,2020-05-17,1946,Shipped,Classic Cars,S24_3856,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Large,6562-9555,140
10106,50,64.83,11,3241.5,2018-02-17,2767,Shipped,Planes,S24_3949,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium,035-640555,68
10119,28,70.29,2,1968.12,2018-04-28,2698,Shipped,Planes,S24_3949,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Small,6562-9555,68
10131,50,81.89,3,4094.5,2018-06-16,2650,Shipped,Planes,S24_3949,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis,Dan,Medium,2035554407,68
10143,28,66.19,6,1853.32,2018-08-10,2596,Shipped,Planes,S24_3949,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Small,5085559555,68
10155,44,77.11,4,3392.84,2018-10-06,2540,Shipped,Planes,S24_3949,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Medium,90-224 8555,68
10168,27,73.02,18,1971.54,2018-10-28,2519,Shipped,Planes,S24_3949,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Small,6505556809,68
10178,30,72.33,3,2169.9,2018-11-08,2509,Shipped,Planes,S24_3949,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet,Annette,Small,61.77.6555,68
10198,43,66.19,3,2846.17,2018-11-27,2491,Shipped,Planes,S24_3949,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Small,+63 2 555 3587,68
10210,29,69.6,16,2018.4,2019-01-12,2446,Shipped,Planes,S24_3949,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Small,+81 06 6342 5555,68
10222,48,56.64,3,2718.72,2019-02-19,2409,Shipped,Planes,S24_3949,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Small,7605558146,68
10235,33,60.05,12,1981.65,2019-04-02,2368,Shipped,Planes,S24_3949,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Small,(604) 555-4555,68
10250,40,75.06,13,3002.4,2019-05-11,2330,Shipped,Planes,S24_3949,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Medium,4085553659,68
10262,48,61.42,8,2948.16,2019-06-24,2287,Cancelled,Planes,S24_3949,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,68
10275,41,81.89,18,3357.49,2019-07-23,2259,Shipped,Planes,S24_3949,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,40.67.8555,68
10284,21,55.96,10,1175.16,2019-08-21,2231,Shipped,Planes,S24_3949,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small,+47 2212 1555,68
10296,32,71.65,6,2292.8,2019-09-15,2207,Shipped,Planes,S24_3949,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer,Michael,Small,+49 89 61 08 9555,68
10308,43,76.43,16,3286.49,2019-10-15,2178,Shipped,Planes,S24_3949,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Medium,9145554562,68
10316,30,77.79,8,2333.7,2019-11-01,2162,Shipped,Planes,S24_3949,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Small,(198) 555-8888,68
10328,35,76.43,3,2675.05,2019-11-12,2152,Shipped,Planes,S24_3949,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555,68
10339,45,96.92,11,4361.4,2019-11-23,2142,Shipped,Planes,S24_3949,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Medium,+81 3 3584 0555,68
10351,34,59.37,3,2018.58,2019-12-03,2133,Shipped,Planes,S24_3949,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Small,(171) 555-0297,68
10361,26,142.73,7,3710.98,2019-12-17,2120,Shipped,Planes,S24_3949,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,+61 2 9495 8555,68
10373,39,73.0,13,2847.0,2020-01-31,2076,Shipped,Planes,S24_3949,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Small,981-443655,68
10386,41,73.32,12,3006.12,2020-03-01,2047,Resolved,Planes,S24_3949,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,68
10398,41,68.24,2,2797.84,2020-03-30,2019,Shipped,Planes,S24_3949,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Small,26.47.1555,68
10401,64,60.05,12,3843.2,2020-04-03,2016,On Hold,Planes,S24_3949,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown,William,Medium,2015559350,68
10416,18,75.06,13,1351.08,2020-05-10,1980,Shipped,Planes,S24_3949,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small,0522-556555,68
10100,49,34.47,1,1689.03,2018-01-06,2836,Shipped,Vintage Cars,S24_3969,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Small,6035558647,41
10110,48,34.47,5,1654.56,2018-03-18,2766,Shipped,Vintage Cars,S24_3969,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555,41
10124,46,33.23,4,1528.58,2018-05-21,2703,Shipped,Vintage Cars,S24_3969,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Small,7025551838,41
10149,26,38.98,9,1013.48,2018-09-12,2590,Shipped,Vintage Cars,S24_3969,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor,Sue,Small,4155554312,41
10173,35,33.23,11,1163.05,2018-11-05,2537,Shipped,Vintage Cars,S24_3969,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555,41
10182,23,42.26,8,971.98,2018-11-12,2531,Shipped,Vintage Cars,S24_3969,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,41
10193,22,41.03,12,902.66,2018-11-21,2523,Shipped,Vintage Cars,S24_3969,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Small,61-9-3844-6555,41
10204,39,33.23,2,1295.97,2018-12-02,2513,Shipped,Vintage Cars,S24_3969,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Small,2125557413,41
10214,44,34.88,5,1534.72,2019-01-26,2459,Shipped,Vintage Cars,S24_3969,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small,(91) 555 22 82,41
10227,27,43.9,8,1185.3,2019-03-02,2425,Shipped,Vintage Cars,S24_3969,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Small,78.32.5555,41
10242,46,36.93,1,1698.78,2019-04-20,2377,Shipped,Vintage Cars,S24_3969,Microscale Inc.,5290 North Pendale Street,NYC,USA,Kuo,Kee,Small,2125551957,41
10280,33,41.85,14,1381.05,2019-08-17,2259,Shipped,Vintage Cars,S24_3969,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Small,011-4988555,41
10288,33,40.62,3,1340.46,2019-09-01,2245,Shipped,Vintage Cars,S24_3969,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,+65 224 1555,41
10303,24,40.21,1,965.04,2019-10-06,2211,Shipped,Vintage Cars,S24_3969,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Small,(95) 555 82 82,41
10312,31,35.29,15,1093.99,2019-10-21,2197,Shipped,Vintage Cars,S24_3969,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,41
10332,41,77.24,14,3166.84,2019-11-17,2171,Shipped,Vintage Cars,S24_3969,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium,(171) 555-1555,41
10346,22,97.44,4,2143.68,2019-11-29,2160,Shipped,Vintage Cars,S24_3969,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Small,7025551838,41
10368,46,37.34,3,1717.64,2020-01-19,2110,Shipped,Vintage Cars,S24_3969,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,41
10380,43,95.03,12,4086.29,2020-02-16,2083,Shipped,Vintage Cars,S24_3969,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,41
10408,15,36.93,1,553.95,2020-04-22,2018,Shipped,Vintage Cars,S24_3969,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,+81 3 3584 0555,41
10420,15,43.49,3,652.35,2020-05-29,1982,In Process,Vintage Cars,S24_3969,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,+61 2 9495 8555,41
10104,26,112.37,5,2921.62,2018-01-31,2832,Shipped,Classic Cars,S24_4048,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,118
10115,44,126.56,1,5568.64,2018-04-04,2770,Shipped,Classic Cars,S24_4048,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez,Maria,Medium,2125558493,118
10127,20,96.99,7,1939.8,2018-06-03,2711,Shipped,Classic Cars,S24_4048,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Small,2125557413,118
10141,40,94.62,1,3784.8,2018-08-01,2653,Shipped,Classic Cars,S24_4048,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium,+358 9 8045 555,118
10152,23,121.83,3,2802.09,2018-09-25,2599,Shipped,Classic Cars,S24_4048,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Small,61-7-3844-6555,118
10165,24,99.36,8,2384.64,2018-10-22,2573,Shipped,Classic Cars,S24_4048,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,+65 221 7555,118
10176,29,100.54,7,2915.66,2018-11-06,2559,Shipped,Classic Cars,S24_4048,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small,0522-556555,118
10184,49,118.28,2,5795.72,2018-11-14,2552,Shipped,Classic Cars,S24_4048,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Medium,(95) 555 82 82,118
10195,34,108.82,2,3699.88,2018-11-25,2542,Shipped,Classic Cars,S24_4048,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Medium,9145554562,118
10207,28,106.45,3,2980.6,2018-12-09,2529,Shipped,Classic Cars,S24_4048,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Small,6175552555,118
10220,37,136.02,7,5032.74,2019-02-12,2465,Shipped,Classic Cars,S24_4048,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Medium,+353 1862 1555,118
10230,45,105.27,5,4737.15,2019-03-15,2435,Shipped,Classic Cars,S24_4048,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Medium,+49 69 66 90 2555,118
10246,46,137.2,1,6311.2,2019-05-05,2385,Shipped,Classic Cars,S24_4048,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,118
10271,22,139.57,1,3070.54,2019-07-20,2310,Shipped,Classic Cars,S24_4048,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,118
10282,39,123.01,10,4797.39,2019-08-20,2280,Shipped,Classic Cars,S24_4048,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,118
10292,27,141.94,4,3832.38,2019-09-08,2262,Shipped,Classic Cars,S24_4048,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium,2125557818,118
10305,36,128.93,1,4641.48,2019-10-13,2228,Shipped,Classic Cars,S24_4048,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Medium,6175558555,118
10314,38,105.27,10,4000.26,2019-10-22,2220,Shipped,Classic Cars,S24_4048,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Medium,86 21 3555,118
10325,44,121.04,5,5325.76,2019-11-05,2207,Shipped,Classic Cars,S24_4048,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium,07-98 9555,118
10336,31,148.99,5,4618.69,2019-11-20,2193,Shipped,Classic Cars,S24_4048,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium,(1) 42.34.2555,118
10349,23,138.39,2,3182.97,2019-12-01,2183,Shipped,Classic Cars,S24_4048,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,2125557413,118
10359,22,118.32,7,2603.04,2019-12-15,2170,Shipped,Classic Cars,S24_4048,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Small,26.47.1555,118
10371,28,50.32,9,1408.96,2020-01-23,2132,Shipped,Classic Cars,S24_4048,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,118
10383,21,93.91,4,1972.11,2020-02-22,2103,Shipped,Classic Cars,S24_4048,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,118
10394,37,140.75,7,5207.75,2020-03-15,2082,Shipped,Classic Cars,S24_4048,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,118
10412,31,137.2,1,4253.2,2020-05-03,2034,Shipped,Classic Cars,S24_4048,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,118
10103,25,114.92,15,2873.0,2018-01-29,2860,Shipped,Vintage Cars,S24_4258,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Small,07-98 9555,97
10126,34,105.18,15,3576.12,2018-05-28,2742,Shipped,Vintage Cars,S24_4258,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Medium,(91) 555 22 82,97
10139,29,112.97,4,3276.13,2018-07-16,2694,Shipped,Vintage Cars,S24_4258,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,+61 2 9495 8555,97
10149,20,90.57,1,1811.4,2018-09-12,2637,Shipped,Vintage Cars,S24_4258,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor,Sue,Small,4155554312,97
10163,42,91.55,5,3845.1,2018-10-20,2600,Shipped,Vintage Cars,S24_4258,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez,Maria,Medium,2125558493,97
10173,22,116.87,3,2571.14,2018-11-05,2585,Shipped,Vintage Cars,S24_4258,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555,97
10183,47,107.13,12,5035.11,2018-11-13,2578,Shipped,Vintage Cars,S24_4258,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes,Francisca,Medium,2155554695,97
10193,20,113.95,4,2279.0,2018-11-21,2571,Shipped,Vintage Cars,S24_4258,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Small,61-9-3844-6555,97
10206,33,97.39,10,3213.87,2018-12-05,2558,Shipped,Vintage Cars,S24_4258,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Medium,(604) 555-3392,97
10215,39,90.57,7,3532.23,2019-01-29,2504,Shipped,Vintage Cars,S24_4258,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson,Steve,Medium,3105553722,97
10228,33,103.23,6,3406.59,2019-03-10,2465,Shipped,Vintage Cars,S24_4258,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,USA,Tseng,Kyung,Medium,6175555555,97
10244,40,86.68,4,3467.2,2019-04-29,2416,Shipped,Vintage Cars,S24_4258,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,97
10257,46,78.89,4,3628.94,2019-06-14,2371,Shipped,Vintage Cars,S24_4258,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Medium,4085553659,97
10269,48,97.39,2,4674.72,2019-07-16,2340,Shipped,Vintage Cars,S24_4258,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium,6562-9555,97
10280,21,78.89,6,1656.69,2019-08-17,2309,Shipped,Vintage Cars,S24_4258,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Small,011-4988555,97
10290,45,114.92,1,5171.4,2019-09-07,2289,Shipped,Vintage Cars,S24_4258,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,USA,Taylor,Leslie,Medium,6175558428,97
10304,33,101.29,10,3342.57,2019-10-11,2256,Shipped,Vintage Cars,S24_4258,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Medium,30.59.8555,97
10312,44,111.02,7,4884.88,2019-10-21,2247,Shipped,Vintage Cars,S24_4258,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,97
10324,33,189.93,3,6267.69,2019-11-05,2233,Shipped,Vintage Cars,S24_4258,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Medium,2125551500,97
10348,39,50.31,2,1962.09,2019-11-01,2238,Shipped,Vintage Cars,S24_4258,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small,(91) 555 22 82,97
10358,41,167.0,6,6847.0,2019-12-10,2200,Shipped,Vintage Cars,S24_4258,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,97
10369,40,86.92,3,3476.8,2020-01-20,2160,Shipped,Vintage Cars,S24_4258,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Medium,6175558555,97
10382,33,139.17,4,4592.61,2020-02-17,2133,Shipped,Vintage Cars,S24_4258,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,97
10423,28,78.89,4,2208.92,2020-05-30,2031,In Process,Vintage Cars,S24_4258,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey,Catherine,Small,(02) 5554 67,97
10106,26,63.76,3,1657.76,2018-02-17,2865,Shipped,Planes,S24_4278,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555,72
10120,29,85.49,9,2479.21,2018-04-29,2795,Shipped,Planes,S24_4278,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,03 9520 4555,72
10133,46,77.52,4,3565.92,2018-06-27,2737,Shipped,Planes,S24_4278,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,72
10145,33,84.77,15,2797.41,2018-08-25,2679,Shipped,Planes,S24_4278,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Small,6265557265,72
10168,48,78.25,10,3756.0,2018-10-28,2616,Shipped,Planes,S24_4278,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium,6505556809,72
10210,40,71.0,8,2840.0,2019-01-12,2541,Shipped,Planes,S24_4278,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Small,+81 06 6342 5555,72
10223,23,74.62,10,1716.26,2019-02-20,2503,Shipped,Planes,S24_4278,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,03 9520 4555,72
10235,40,81.14,4,3245.6,2019-04-02,2463,Shipped,Planes,S24_4278,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Medium,(604) 555-4555,72
10250,37,74.62,5,2760.94,2019-05-11,2425,Shipped,Planes,S24_4278,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,4085553659,72
10263,24,75.35,11,1808.4,2019-06-28,2378,Shipped,Planes,S24_4278,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Small,2035552570,72
10275,27,62.31,10,1682.37,2019-07-23,2354,Shipped,Planes,S24_4278,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,40.67.8555,72
10284,21,71.0,2,1491.0,2019-08-21,2326,Shipped,Planes,S24_4278,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small,+47 2212 1555,72
10297,23,72.45,5,1666.35,2019-09-16,2301,Shipped,Planes,S24_4278,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Small,+353 1862 1555,72
10308,44,83.32,8,3666.08,2019-10-15,2273,Shipped,Planes,S24_4278,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Medium,9145554562,72
10317,35,83.32,1,2916.2,2019-11-02,2256,Shipped,Planes,S24_4278,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Small,6505556809,72
10328,43,60.86,4,2616.98,2019-11-12,2247,Shipped,Planes,S24_4278,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555,72
10340,40,84.77,1,3390.8,2019-11-24,2236,Shipped,Planes,S24_4278,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Medium,(93) 203 4555,72
10353,35,89.9,3,3146.5,2019-12-04,2227,Shipped,Planes,S24_4278,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis,Dan,Medium,2035554407,72
10361,25,62.46,1,1561.5,2019-12-17,2215,Shipped,Planes,S24_4278,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,+61 2 9495 8555,72
